No,Year,Country_ID,Bank_ID,IB,DTD_PB,DTC_PB,ESGS,ESGcom,ESGC,E,S,G,ETA,NPL,CTI,TDTA,REVDIV,LOANGR,TA,IB,EG,INF,HHII,COVID,GOV,MIP,REG,LNTA
287,2022,5,41,0,"30,636582","37,661819","53,98","53,98",100,"19,69","51,56","71,03","11,539909",2,"54,49","78,937283","8,771255","13,94","5066000000000,00%",0,"7,5703325","5,8211581","11,26512",0,"-0,32893991","12,04031","0,0627856","24,64842"
294,2022,6,42,0,"40,122333","46,096676","50,56","50,56",100,"81,4","46,68","43,56","6,1442922","4,79",60,"74,789552","9,963013","17,84","2049000000000,00%",0,"4,705803","19,87386","13,3787",0,"-0,97736804","22,1162","-0,81294149","23,74334"
301,2022,6,43,0,"47,485935","53,605607","54,46","54,46",100,"29,55","40,3","83,94","8,5509766","5,79","40,81","67,391001","12,09984","21,48","1005000000000,00%",0,"4,705803","19,87386","13,3787",0,"-0,97736804","22,1162","-0,81294149","23,03057"
308,2022,6,44,0,"28,955596","33,985969","38,78","38,78",100,"8,03","31,21","61,52","7,6951334","8,03","42,26","68,310282","10,01016","39,95","1316000000000,00%",0,"4,705803","19,87386","13,3787",0,"-0,97736804","22,1162","-0,81294149","23,30027"
315,2022,6,45,1,"11,563519","13,742621","33,45","33,45",100,"18,68","27,93","46,97","4,7409731","1,32","34,59","64,234448","14,5053","30,98","1141000000000,00%",1,"4,705803","19,87386","13,3787",0,"-0,97736804","22,1162","-0,81294149","23,15741"
322,2022,7,46,0,"40,137961","46,51674","40,76","40,76",100,0,"31,04","70,46","13,00813","5,87","48,64","80,24923","7,61837","3,78","1123000000000,00%",0,"4,3112535","2,811841","14,58781",0,"0,30749568","5,73106","0,43264499","23,14171"
329,2022,7,47,0,"8,7600188","12,403689","15,35","15,35",100,0,"18,05","17,78","13,689179","5,19","41,61","81,483902","7,307922","11,52","1074000000000,00%",0,"4,3112535","2,811841","14,58781",0,"0,30749568","5,73106","0,43264499","23,0976"
336,2022,7,48,0,"38,307009","44,311192",,,,,,,"10,14144","3,77","44,01","81,40465","6,783806","4,45","799900000000,00%",0,"4,3112535","2,811841","14,58781",0,"0,30749568","5,73106","0,43264499","22,80255"
343,2022,7,49,0,"32,450031","39,06779",,,,,,,"13,515967","3,72","40,76","75,539292","9,359344","3,25","3323000000000,00%",0,"4,3112535","2,811841","14,58781",0,"0,30749568","5,73106","0,43264499","24,22665"
357,2022,7,51,0,"52,412449","58,291862","20,14","20,14",100,0,"10,71","41,2","11,031415","4,93","43,7","77,06155","7,696442","8,41","1117000000000,00%",0,"4,3112535","2,811841","14,58781",0,"0,30749568","5,73106","0,43264499","23,13632"
364,2022,8,52,0,"34,26355","43,638305","86,11","86,11",100,"83,84","86,64","86,29","8,4821361","2,34","46,97","74,370866","5,782349","8,04","13010000000000,00%",0,"8,6503442","3,3786986","6,688955",0,"0,51774345","5,870516","0,64400661","25,5913"
371,2022,8,53,0,"46,136597","56,2","59,78","59,78",100,"12,92","53,88","86,66","10,374968","1,84","44,06","80,642027","6,958893","4,62","1471000000000,00%",0,"8,6503442","3,3786986","6,688955",0,"0,51774345","5,870516","0,64400661","23,41191"
378,2022,8,54,0,"26,61572","37,41526","77,63","77,63",100,"88,87","72,71","79,92","10,445912","0,42","31,59","82,814597","6,066566","5,27","11180000000000,00%",0,"8,6503442","3,3786986","6,688955",0,"0,51774345","5,870516","0,64400661","25,43975"
385,2022,8,55,0,"15,868814","24,48206","86,37","81,6","76,82","78,64","82,05","93,27","9,3812934","1,57","43,87","72,935278","6,916122","5,97","21480000000000,00%",0,"8,6503442","3,3786986","6,688955",0,"0,51774345","5,870516","0,64400661","26,09287"
392,2022,8,56,0,"42,238133","52,806144","75,68","75,68",100,"40,39","81,44","81,86","8,4648781","1,31","48,25","78,280056","5,377563","4,04","2833000000000,00%",0,"8,6503442","3,3786986","6,688955",0,"0,51774345","5,870516","0,64400661","24,06723"
399,2022,8,57,0,"12,173536","18,59212","82,59","82,59",100,"76,97","79,71","88,8","12,184496","0,49","31,06","81,107995","4,99118","7,95","5773000000000,00%",0,"8,6503442","3,3786986","6,688955",0,"0,51774345","5,870516","0,64400661","24,77905"
406,2022,8,58,0,"30,376743","34,801619","64,75","64,75","76,82","82,68","68,8","52,01","9,2494503","1,55","45,04","81,405826","5,947166","6,84","7043000000000,00%",0,"8,6503442","3,3786986","6,688955",0,"0,51774345","5,870516","0,64400661","24,97782"
413,2022,9,59,0,"51,217596","57,44522",,,,,,,"10,508648","1,22","47,76","80,436401","6,160652","6,6","2239000000000,00%",0,"8,8607595","3,9806496","17,68073",0,"0,20214379","7,572873","0,21008064","23,83174"
420,2022,9,60,1,"17,144142","21,259351","66,05","66,05",100,"19,19","61,46","91,11","10,523043","1,04","54,37","78,169729","6,111137","7,58","2575000000000,00%",1,"8,8607595","3,9806496","17,68073",0,"0,20214379","7,572873","0,21008064","23,9717"
427,2022,9,61,1,"21,585151","26,542535",,,,,,,"15,646454","2,11","47,48","77,533582","6,894875","64,29","12080000000000,00%",1,"8,8607595","3,9806496","17,68073",0,"0,20214379","7,572873","0,21008064","25,51736"
434,2022,9,62,0,"25,807414","32,020767",,,,,,,"11,546738","1,42","39,68","76,880105","6,340096","7,22","11870000000000,00%",0,"8,8607595","3,9806496","17,68073",0,"0,20214379","7,572873","0,21008064","25,50015"
441,2022,9,63,1,"51,42889","57,860168",,,,,,,"7,1969168","2,29","49,76","85,606166","3,981827","15,49","1170000000000,00%",1,"8,8607595","3,9806496","17,68073",0,"0,20214379","7,572873","0,21008064","23,18283"
448,2022,9,64,0,"70,258669","73,867696","33,59","33,59",100,"8,08","13,06","72,08","15,318409","0,25","48,11","65,860109","8,658928","6,01","1408000000000,00%",0,"8,8607595","3,9806496","17,68073",0,"0,20214379","7,572873","0,21008064","23,36833"
455,2022,11,65,0,"7,0201866","8,8558406","28,73","28,73",100,0,"5,25","72,58","7,7539781","4,39","45,43","62,858369","5,188866","4,96","379200000000,00%",0,"4,8608583","3,625741","13,74794",0,"0,35644884","8,415581","0,97063351","22,05609"
462,2022,11,66,0,"16,724643","21,123562","87,77","87,62",100,"63,98","92,17","91,22","12,034773","3,89321","49,25115","79,462103","7,863106","5,423","1273000000000,00%",0,"4,8608583","3,625741","13,74794",0,"0,35644884","8,415581","0,97063351","23,26698"
469,2022,12,67,0,"57,882257","64,220453",,,,,,,"11,476926","5,87","57,19","72,722573","10,14828","9,08","517600000000,00%",0,"2,4280733","4,2291557","16,47116",0,"0,06908382","9,307884","0,15679334","22,36736"
476,2022,12,68,0,"57,106838","64,935432","45,21","45,21",100,"12,99","45,52","57,68","10,785306","6,43","70,35","70,027755","7,878426","16,04","431300000000,00%",0,"2,4280733","4,2291557","16,47116",0,"0,06908382","9,307884","0,15679334","22,18499"
483,2022,12,69,0,"43,343147","48,022885","69,36","69,36",100,"59,23","67,43","76,07","14,128958","9,97","45,34","76,298097","8,81176","0,41","3917000000000,00%",0,"2,4280733","4,2291557","16,47116",0,"0,06908382","9,307884","0,15679334","24,39129"
490,2022,12,70,0,"65,147303","70,75773","39,41","39,41",100,"31,72","36,68","46,25","14,885442","7,4","46,06","73,156314","10,37656","6,9","1191000000000,00%",0,"2,4280733","4,2291557","16,47116",0,"0,06908382","9,307884","0,15679334","23,20094"
497,2022,13,71,0,"22,691152","26,167401","84,48","84,48",100,"74,4","88,23","83,36","16,262273","1,9","51,13","70,604147","19,29676","9,23","11860000000000,00%",0,"5,308595","4,2094638","20,05216",0,"-0,08406598","10,16109","0,20595996","25,49899"
504,2022,13,72,0,"33,763817","38,417696","80,57","80,57",100,"57,84","81,01","89,05","12,659465","1,91","43,46","75,613159","12,8135","14,48","12670000000000,00%",0,"5,308595","4,2094638","20,05216",0,"-0,08406598","10,16109","0,20595996","25,5648"
511,2022,13,73,0,"22,691152","26,167401","80,24","80,24",100,"53,36","87,57","80,89","13,613583","2,81","46,9","76,178432","12,4316","10,95","6547000000000,00%",0,"5,308595","4,2094638","20,05216",0,"-0,08406598","10,16109","0,20595996","24,90479"
518,2022,13,74,0,"12,65878","15,946709","85,9","85,9",100,"63,09","93,85","84,07","16,823334","1,66","37,13","79,685779","14,22152","11,66","8358000000000,00%",0,"5,308595","4,2094638","20,05216",0,"-0,08406598","10,16109","0,20595996","25,14902"
525,2022,13,75,0,"32,402114","37,719733","64,04","64,04",100,"34,3","79,22","55,02","6,4427476","3,38","54,32","80,094458","9,120651","8,53","2556000000000,00%",0,"5,308595","4,2094638","20,05216",0,"-0,08406598","10,16109","0,20595996","23,96445"
532,2022,13,76,0,"68,636869","72,476513","49,52","49,52",100,"15,83","46,58","67,05","24,01182","2,35","55,78","64,408837","21,408","13,46","1257000000000,00%",0,"5,308595","4,2094638","20,05216",0,"-0,08406598","10,16109","0,20595996","23,25453"
539,2022,14,77,0,"72,536674","75,753526","66,96","51,19","35,43","31,58","71,1","75,4","11,803116","4,41","60,2","74,420116","13,46162","3,24","1400000000000,00%",0,"7,2396933","6,6990341","9,000185",0,"-0,0911668","12,80267","-0,05044642","23,36263"
567,2022,14,81,0,"34,389213","39,529983","49,03","35,61","23,33","74,99","66,01","15,25","5,9093892","3,92","60,28","76,245092","7,463745","11,08","70720000000000,00%",0,"7,2396933","6,6990341","9,000185",0,"-0,0911668","12,80267","-0,05044642","27,28454"
574,2022,14,82,0,"21,713447","26,594643","78,49","77,65","76,82","58,28","77,8","87,52","10,728596","3,63","43,08","62,269914","11,39999","14,89","23120000000000,00%",0,"7,2396933","6,6990341","9,000185",0,"-0,0911668","12,80267","-0,05044642","26,16654"
595,2022,14,85,0,"11,806639","14,820432","84,87","55,02","25,17","76,78","79,9","93,27","17,688144","2,37","47,96","56,740729","14,95538","20,33","7209000000000,00%",0,"7,2396933","6,6990341","9,000185",0,"-0,0911668","12,80267","-0,05044642","25,00119"
602,2022,14,86,0,"27,846665","31,886999","85,01","60,22","35,43","87,37","82,83","87,05","11,94783","2,27","41,55","72,978427","12,29952","12,01","5303000000000,00%",0,"7,2396933","6,6990341","9,000185",0,"-0,0911668","12,80267","-0,05044642","24,69403"
609,2022,14,87,0,"46,566505","53,438752","58,46","58,46",100,"51,06","39,91","86,99","11,087349","3,7","73,36","55,504602","14,06708","17,46","2508000000000,00%",0,"7,2396933","6,6990341","9,000185",0,"-0,0911668","12,80267","-0,05044642","23,94545"
616,2022,14,88,0,"20,26424","24,96665","74,53","74,53","76,64","58,07","74,85","80,66","11,684138","1,33","40,79","73,389131","11,53336","19,86","28000000000000,00%",0,"7,2396933","6,6990341","9,000185",0,"-0,0911668","12,80267","-0,05044642","26,35821"
623,2022,14,89,0,"12,570471","15,370307","47,9","47,9","76,82","13,63","34,24","80,42","10,703092","4,67","40,38","77,505225","9,148743","11,98","811700000000,00%",0,"7,2396933","6,6990341","9,000185",0,"-0,0911668","12,80267","-0,05044642","22,8172"
637,2022,14,91,0,"28,038532","31,911808","41,27","38,35","35,43","47,9","60,44","12,2","6,9116705","6,52","51,37","80,275701","7,175659","8,61","17680000000000,00%",0,"7,2396933","6,6990341","9,000185",0,"-0,0911668","12,80267","-0,05044642","25,89819"
644,2022,15,92,0,"23,089313","31,901058","54,89","54,89","76,82","63,11","47,89","61,25","7,9151453","1,38","29,68","83,034663","4,901634","12,71","404200000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","29,02775"
651,2022,15,93,0,"36,063632","46,281155","51,64","40,55","29,47","51,96","56,97","44,16","7,9765775","1,38","27,48","83,822579","4,685043","12,33","404200000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","29,02775"
658,2022,15,94,0,"28,830565","34,613612","43,99","43,99",100,"22,06","41,29","56,48","4,9581324","0,8","30,22","85,519259","4,435478","19,3","23140000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","26,1674"
665,2022,15,95,0,"4,4950384","6,8519083","63,36","63,36",100,"34,88","50,43","92,58","6,1241951","0,88","30,08","83,808364","4,704735","19,69","29480000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","26,40957"
672,2022,15,96,0,"33,455184","39,545783","38,86","38,86",100,"32,01","28,98","55,2","6,7523006","1,8","30,16","83,437837","5,333031","2,7","55830000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","27,04813"
679,2022,15,97,0,"76,638972","82,389976","30,07","30,07",100,"26,25","32,03","28,9","8,3064714","1,46","26,8","85,940144","5,215141","11,17","9247000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","25,25015"
686,2022,15,98,0,"9,7215329","12,821357","30,02","30,02",100,"48,26","23,29",32,"5,9807641","0,77","24,4","86,97445","4,669136","25,2","13140000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","25,60117"
693,2022,15,99,0,"58,223202","63,519108","37,96","37,96",100,"36,15","39,72","36,27","5,7936787","1,02","24,71","84,646535","5,110832","14,57","42660000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","26,77913"
700,2022,15,100,0,"51,090439","58,055009","47,73","47,73",100,"56,51","44,83","48,21","6,8249031","1,78","28,93","80,105934","4,893097","2,41","124600000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","27,85097"
707,2022,15,101,0,"11,43746","14,943219","48,02","48,02",100,"58,09","61,9","24,86","6,8539893","1,16","27,46","85,210074","7,313957","8,66","76170000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","27,35887"
714,2022,15,102,0,"59,346214","66,175755","42,69","42,69",100,"41,38","44,48","40,76","6,5999411","1,35","36,42","75,854643","4,368896","11,26","186000000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","28,25148"
721,2022,15,103,0,"39,845414","47,334997","41,22","41,22","46,36","34,09","59,38","19,04","7,1372015","2,01","36,44","85,830095","4,210342","2,08","103900000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","27,6689"
728,2022,15,104,0,"44,109196","51,338692","47,2","47,2","76,82","73,01","50,19","32,76","6,3637864","1,29","28,42","84,344632","5,257317","7,75","90190000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","27,52774"
735,2022,15,105,0,"52,768643","58,780374","58,38","58,38",100,"56,68","44,79","77,79","6,5113682","1,47","30,69","84,377862","5,344353","6,18","122400000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","27,83276"
742,2022,15,106,0,"58,223202","63,519108","50,63","50,63",100,"26,58","44,63","68,51","8,1269578","0,82","38,7","83,776305","6,495659","18,82","4121000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","24,44191"
749,2022,15,107,0,"76,668137","84,403735","60,36","60,36",100,"58,36","48,15",78,"6,9940374","1,7","23,03","83,712084","4,086731","6,63","41200000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","26,74439"
763,2022,15,109,0,"51,713988","55,397478","48,81","48,81",100,"47,34","48,63","49,66","6,8709946","1,43","26,61","83,552187","4,339554","7,4","48500000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","26,90734"
770,2022,15,110,0,"18,708116","21,242583","55,59","50,97","46,36","62,56","68,66","34,8","8,196195","0,96","34,72","85,064098","7,239067","8,64","145100000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","28,00349"
777,2022,15,111,0,"35,082577","43,548553","57,65",52,"46,36","82,53","55,61","50,5","7,6021196","1,32","32,83","84,339889","4,546967","11,72","404200000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","29,02775"
791,2022,15,113,0,"13,347821","19,462032","46,81","46,81","76,82","51,36","56,22","32,02","6,5859519","1,37","33,74","84,931283","4,361176","15,08","404200000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","29,02775"
798,2022,15,114,0,"81,303108","84,488748","28,51","28,51",100,"51,76","24,06","25,32","7,9978866","0,86","31,06","88,372257","4,369942","9,16","3029000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","24,13407"
833,2022,15,119,0,"21,78999","26,61128","39,85","39,85",100,"48,88","32,38","46,53","6,496606","0,83","37,31","80,068949","5,459175","21,17","33870000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","26,54836"
840,2022,15,120,0,"32,251883","39,036502","57,53","57,53","76,82","71,26","66,87","39,18","7,2122772","1,41","29,37","81,390318","5,31826","12,28","132600000000000,00%",0,"2,9890841","1,9735756","5,371349",0,"-0,0779866","9,406037","-0,41841763","27,91354"
854,2022,16,122,0,"16,304716","19,862843","86,3","86,3",100,"96,26","92,91","73,11","12,244889","2,98","31,71","55,53331","20,19762","48,41","9166000000000,00%",0,"5,5334693","19,87386","8,525442",0,"-0,48185897","91,24853","-0,2446389","25,24135"
861,2022,16,123,0,"43,878532","47,149639","78,89","78,89",100,"65,31","93,66","63,97","6,0971584","2,18","23,2","75,992494","11,02313","55,21","7662000000000,00%",0,"5,5334693","19,87386","8,525442",0,"-0,48185897","91,24853","-0,2446389","25,06208"
868,2022,16,124,0,"42,135867","46,201572","80,28","80,28",100,"95,72","93,65","55,69","11,725207",,"22,92","71,387827","18,97224","45,23","6982000000000,00%",0,"5,5334693","19,87386","8,525442",0,"-0,48185897","91,24853","-0,2446389","24,96916"
875,2022,16,125,0,"16,699232","19,743898","69,53","69,53",100,"66,52","94,72","34,87","6,2403948","2,14","29,46","66,319661","12,59709","59,89","9121000000000,00%",0,"5,5334693","19,87386","8,525442",0,"-0,48185897","91,24853","-0,2446389","25,23644"
882,2022,16,126,0,"25,73513","29,254531","71,57","71,57",100,"90,26","93,56","33,79","10,310524",,"18,93","63,249823","20,80474","51,19","6300000000000,00%",0,"5,5334693","19,87386","8,525442",0,"-0,48185897","91,24853","-0,2446389","24,86646"
889,2022,16,127,0,"24,054358","27,497104","85,44","85,44",100,"95,95","93,58","70,02","11,154743",,"18,93","17,574467","34,5819","17,03","627100000000,00%",0,"5,5334693","19,87386","8,525442",0,"-0,48185897","91,24853","-0,2446389","22,55923"
896,2022,16,128,0,"26,45059","30,89066","83,95","83,95",100,"96,21","91,06","69,25","13,388534","2,8","21,7","62,892494","21,7182","55,15","6130000000000,00%",0,"5,5334693","19,87386","8,525442",0,"-0,48185897","91,24853","-0,2446389","24,83909"
903,2022,17,129,0,"26,45059","30,89066",,,,,,,"6,2692434",,"86,65","82,555683","3,981827","18,12","34720000000000,00%",0,"-2,0697115",,"27,06706",0,"-0,9862121","16,78345","-0,81294149","26,57328"
